"","BRAND_NAME","ESTIMATE_SPEND_AMT","DATE","GEOGRAPHY"
"8974","HUMIRA",NA,2018-10-01,"RICHMOND_PETERSBURG VA"
"8975","HUMIRA",811.8532291,2018-10-01,"Twin Falls"
"8976","HUMIRA",8953.735286,2018-11-01,"Minot-Bsmrck-Dcknsn(Wlstn)"
"8977","HUMIRA",NA,2019-01-01,"COLORADO SPRINGS"
"8978","HUMIRA",NA,2019-07-01,"Shreveport"
"8979","HUMIRA",NA,2019-07-01,"Ottumwa-Kirksville"
"8980","HUMIRA",2897.9040118,2019-06-01,"Greenvll-Spart-Ashevll-And"
"8981","HUMIRA",0.7116479,2018-11-01,"Traverse City-Cadillac"
"8982","HUMIRA",607.9217893,2019-04-01,"Fairbanks"
"8983","HUMIRA",37894.7500454,2019-06-01,"Mankato"
"8984","HUMIRA",72.5692598,2019-03-01,"Columbus-Tupelo-W Pnt-Hstn"
"8985","HUMIRA",NA,2019-01-01,"BUTTE_BOZEMAN MT"
"8986","HUMIRA",45985.5998875,2018-10-01,"Wilkes Barre-Scranton-Hztn"
"8987","HUMIRA",NA,2018-10-01,"PHILADELPHIA PA"
"8988","HUMIRA",2383.8838154,2019-01-01,"Jonesboro"
"8989","HUMIRA",731.6974953,2019-03-01,"Ft. Wayne"
"8990","HUMIRA",66.3429485,2019-02-01,"Tucson (Sierra Vista)"
"8991","HUMIRA",7.5068058,2019-05-01,"Sioux City"
"8992","HUMIRA",NA,2019-03-01,"Atlanta"
"8993","HUMIRA",3828.8360179,2019-01-01,"Parkersburg"
"8994","HUMIRA",53.6625221,2019-02-01,"Springfield, MO"
"8995","HUMIRA",49904.6583264,2018-11-01,"Colorado Springs-Pueblo"
"8996","HUMIRA",171.4596317,2019-05-01,"Dallas-Ft. Worth"
"8997","HUMIRA",83755.2083508,2019-02-01,"Bowling Green"
"8998","HUMIRA",4509.4534499,2019-01-01,"Medford-Klamath Falls"
"8999","HUMIRA",720.7181616,2018-10-01,"Grand Rapids-Kalmzoo-B.Crk"
"9000","HUMIRA",16393.9717257,2019-03-01,"Wilmington"
"9001","HUMIRA",145.2317754,2018-10-01,"Austin"
"9002","HUMIRA",3390.8074753,2018-11-01,"Twin Falls"
"9003","HUMIRA",92016.6092185,2018-11-01,"Cincinnati"
"9004","HUMIRA",9972.6603732,2018-11-01,"Beaumont-Port Arthur"
"9005","HUMIRA",425406.3018597,2019-06-01,"Charleston-Huntington"
"9006","HUMIRA",NA,2018-12-01,"IDAHO FALLS"
"9007","HUMIRA",115.5119233,2018-11-01,"Lake Charles"
"9008","HUMIRA",2083.7303655,2019-06-01,"Sioux Falls(Mitchell)"
"9009","HUMIRA",139441.60589,2019-04-01,"Charlottesville"
"9010","HUMIRA",296.5416552,2018-12-01,"Knoxville"
"9011","HUMIRA",NA,2018-11-01,"MONROE_EL DORADO LA_AR"
"9012","HUMIRA",35295.7457845,2018-10-01,"Memphis"
"9013","HUMIRA",NA,2019-07-01,"Tampa-St. Pete (Sarasota)"
"9014","HUMIRA",0.3623991,2019-02-01,"Joplin-Pittsburg"
"9015","HUMIRA",29103.3535055,2019-05-01,"Lincoln & Hastings-Krny"
"9016","HUMIRA",1983.9398526,2019-02-01,"Monroe-El Dorado"
"9017","HUMIRA",5461.5048894,2018-09-01,"Elmira (Corning)"
"9018","HUMIRA",NA,2019-07-01,"Terre Haute"
"9019","HUMIRA",806.4726818,2019-06-01,"Panama City"
"9020","HUMIRA",NA,2018-12-01,"FT MYERS_NAPLES FL"
"9021","HUMIRA",NA,2018-10-01,"DALLAS_FT WORTH TX"
"9022","HUMIRA",37962.1299534,2019-05-01,"Springfield, MO"
"9023","HUMIRA",69535.2067436,2019-03-01,"Chicago"
"9024","HUMIRA",13934.4907063,2019-02-01,"Little Rock-Pine Bluff"
"9025","HUMIRA",13760.3436613,2019-03-01,"Amarillo"
"9026","HUMIRA",NA,2019-07-01,"Hartford & New Haven"
"9027","HUMIRA",271.4819119,2019-06-01,"Grand Junction-Montrose"
"9028","HUMIRA",619.9163544,2019-06-01,"Victoria"
"9029","HUMIRA",14344.4179168,2019-04-01,"West Palm Beach-Ft. Pierce"
"9030","HUMIRA",769.5019904,2019-03-01,"Rochestr-Mason City-Austin"
"9031","HUMIRA",NA,2019-07-01,"Bend, OR"
"9032","HUMIRA",30432.6608987,2018-09-01,"Madison"
"9033","HUMIRA",NA,2018-11-01,"San Diego"
"9034","HUMIRA",NA,2019-07-01,"Baton Rouge"
"9035","HUMIRA",NA,2019-01-01,"BOISE ID"
"9036","HUMIRA",12.9355896,2019-02-01,"Eureka"
"9037","HUMIRA",21.9602229,2019-02-01,"Memphis"
"9038","HUMIRA",NA,2018-12-01,"SPRINGFIELD_HOLYOKE MA"
"9039","HUMIRA",969.4657319,2019-01-01,"Myrtle Beach-Florence"
"9040","HUMIRA",153.7285325,2019-03-01,"Dothan"
"9041","HUMIRA",1572.1381003,2019-05-01,"Colorado Springs-Pueblo"
"9042","HUMIRA",126607.3802246,2018-12-01,"Salt Lake City"
"9043","HUMIRA",0.7201231,2018-10-01,"Medford-Klamath Falls"
"9044","HUMIRA",21561.69631,2018-12-01,"Waco-Temple-Bryan"
"9045","HUMIRA",2246.346243,2019-01-01,"Green Bay-Appleton"
"9046","HUMIRA",3.8769825,2019-03-01,"Biloxi-Gulfport"
"9047","HUMIRA",NA,2019-01-01,"WILMINGTON NC"
"9048","HUMIRA",10900.2380324,2018-10-01,"Augusta-Aiken"
"9049","HUMIRA",2105.3383504,2019-04-01,"Jackson, TN"
"9050","HUMIRA",22879.7732074,2018-10-01,"Knoxville"
"9051","HUMIRA",NA,2018-10-01,"TOLEDO OH"
"9052","HUMIRA",0.1859056,2018-09-01,"Johnstown-Altoona-St Colge"
"9053","HUMIRA",11395.1134572,2019-01-01,"Harrisonburg"
"9054","HUMIRA",0.7053709,2019-01-01,"Rochester, NY"
"9055","HUMIRA",NA,2019-07-01,"Binghamton"
"9056","HUMIRA",263.2618548,2019-06-01,"Billings"
"9057","HUMIRA",NA,2019-01-01,"ST JOSEPH MO"
"9058","HUMIRA",276.4074624,2019-06-01,"Dayton"
"9059","HUMIRA",4057.2683582,2019-05-01,"Harrisburg-Lncstr-Leb-York"
"9060","HUMIRA",4252.8759967,2019-05-01,"Miami-Ft. Lauderdale"
"9061","HUMIRA",NA,2019-07-01,"Elmira (Corning)"
"9062","HUMIRA",82.8756578,2019-02-01,"Phoenix (Prescott)"
"9063","HUMIRA",2888.478476,2019-06-01,"Mankato"
"9064","HUMIRA",74.5459883,2018-09-01,"Reno"
"9065","HUMIRA",3.992636,2019-03-01,"Albany, GA"
"9066","HUMIRA",186.3825682,2018-10-01,"Parkersburg"
"9067","HUMIRA",12516.2495887,2019-04-01,"Minot-Bsmrck-Dcknsn(Wlstn)"
"9068","HUMIRA",4979.3801999,2019-04-01,"Nashville"
"9069","HUMIRA",NA,2019-07-01,"Rapid City"
"9070","HUMIRA",30.8501679,2018-12-01,"Wichita Falls & Lawton"
"9071","HUMIRA",NA,2019-01-01,"MADISON WI"
"9072","HUMIRA",4140.6695558,2019-03-01,"Macon"
"9073","HUMIRA",NA,2018-11-01,"Albuquerque-Santa Fe"
"9074","HUMIRA",NA,2018-09-01,"CLEVELAND OH"
"9075","HUMIRA",42253.9138765,2018-09-01,"Grand Rapids-Kalmzoo-B.Crk"
"9076","HUMIRA",0.2190657,2018-11-01,"Tucson (Sierra Vista)"
"9077","HUMIRA",13072.9812139,2018-11-01,"Colorado Springs-Pueblo"
"9078","HUMIRA",6.3778339,2018-11-01,"Yuma-El Centro"
"9079","HUMIRA",46.3697736,2019-04-01,"Meridian"
"9080","HUMIRA",235683.3410024,2019-04-01,"Augusta-Aiken"
"9081","HUMIRA",NA,2018-11-01,"COLORADO SPRINGS"
"9082","HUMIRA",NA,2018-09-01,"Rochestr-Mason City-Austin"
"9083","HUMIRA",NA,2019-07-01,"Charleston-Huntington"
"9084","HUMIRA",1716.8123082,2018-11-01,"Sherman-Ada"
"9085","HUMIRA",38270.000232,2019-05-01,"Albuquerque-Santa Fe"
"9086","HUMIRA",NA,2019-01-01,"PRESQUE ISLE ME"
"9087","HUMIRA",779563.2222804,2019-03-01,"Phoenix (Prescott)"
"9088","HUMIRA",5964.7240726,2019-03-01,"Clarksburg-Weston"
"9089","HUMIRA",1750.5693553,2019-05-01,"Victoria"
"9090","HUMIRA",8257.5145897,2019-06-01,"Minot-Bsmrck-Dcknsn(Wlstn)"
"9091","HUMIRA",141.6600964,2019-06-01,"Lima"
"9092","HUMIRA",1548249.2408057,2018-09-01,"Denver"
"9093","HUMIRA",12.7942529,2019-06-01,"Sherman-Ada"
"9094","HUMIRA",NA,2018-12-01,"Lafayette, IN"
"9095","HUMIRA",NA,2018-11-01,"Bend, OR"
"9096","HUMIRA",927761.7188363,2018-10-01,"Columbus, OH"
"9097","HUMIRA",115674.6764888,2018-12-01,"Tri-Cities, TN-VA"
"9098","HUMIRA",1.5293582,2019-01-01,"Columbus, OH"
"9099","HUMIRA",NA,2019-07-01,"Monroe-El Dorado"
"9100","HUMIRA",59157.6748563,2018-09-01,"Jacksonville"
"9101","HUMIRA",26862.0844513,2019-01-01,"Little Rock-Pine Bluff"
"9102","HUMIRA",613.0927406,2018-12-01,"Eugene"
"9103","HUMIRA",422815.9356816,2019-05-01,"Unknown"
"9104","HUMIRA",NA,2019-07-01,"Odessa-Midland"
"9105","HUMIRA",239.1914534,2019-06-01,"Colorado Springs-Pueblo"
"9106","HUMIRA",3642.2048924,2019-06-01,"Wilmington"
"9107","HUMIRA",50.2570707,2019-04-01,"Baltimore"
"9108","HUMIRA",153.0180717,2018-12-01,"Shreveport"
"9109","HUMIRA",2505.0298901,2019-01-01,"Portland-Auburn"
"9110","HUMIRA",4.0463953,2019-05-01,"Lafayette, LA"
"9111","HUMIRA",NA,2019-07-01,"Salt Lake City"
"9112","HUMIRA",7242.0450324,2019-02-01,"Pittsburgh"
"9113","HUMIRA",4.1301281,2018-11-01,"Atlanta"
"9114","HUMIRA",8165.1824259,2018-12-01,"St. Louis"
"9115","HUMIRA",207429.7948762,2018-09-01,"La Crosse-Eau Claire"
"9116","HUMIRA",4204.6928119,2018-11-01,"Little Rock-Pine Bluff"
"9117","HUMIRA",74.155411,2019-03-01,"Honolulu"
"9118","HUMIRA",37571.94993,2018-11-01,"Grand Rapids-Kalmzoo-B.Crk"
"9119","HUMIRA",1493.8855243,2018-09-01,"Twin Falls"
"9120","HUMIRA",2789.069564,2018-10-01,"Idaho Fals-Pocatllo(Jcksn)"
"9121","HUMIRA",31345.4755272,2018-11-01,"Burlington-Plattsburgh"
"9122","HUMIRA",27571.3533537,2018-11-01,"Ft. Wayne"
"9123","HUMIRA",12880.0904949,2019-03-01,"Salisbury"
"9124","HUMIRA",NA,2019-07-01,"Grand Junction-Montrose"
"9125","HUMIRA",5288.9734303,2018-10-01,"Providence-New Bedford"
"9126","HUMIRA",0.2432766,2019-02-01,"Green Bay-Appleton"
"9127","HUMIRA",NA,2018-11-01,"PALM SPRINGS"
"9128","HUMIRA",755.8521709,2019-06-01,"Ft. Myers-Naples"
"9129","HUMIRA",NA,2018-12-01,"Dallas-Ft. Worth"
"9130","HUMIRA",45651.537765,2019-05-01,"Honolulu"
"9131","HUMIRA",NA,2018-12-01,"MARQUETTE MI"
"9132","HUMIRA",890.1703031,2018-11-01,"South Bend-Elkhart"
"9133","HUMIRA",567507.3867892,2019-06-01,"Des Moines-Ames"
"9134","HUMIRA",19.6591791,2019-06-01,"Clarksburg-Weston"
"9135","HUMIRA",43105.4159646,2018-10-01,"Tampa-St. Pete (Sarasota)"
"9136","HUMIRA",9081.0285188,2019-03-01,"Rochestr-Mason City-Austin"
"9137","HUMIRA",21198.4616441,2019-04-01,"Minneapolis-St. Paul"
"9138","HUMIRA",0.2518744,2018-09-01,"Tri-Cities, TN-VA"
"9139","HUMIRA",NA,2019-07-01,"Albuquerque-Santa Fe"
"9140","HUMIRA",855.1973545,2018-11-01,"Ft. Wayne"
"9141","HUMIRA",5454.6039875,2018-12-01,"Abilene-Sweetwater"
"9142","HUMIRA",0.325272,2018-11-01,"Fresno-Visalia"
"9143","HUMIRA",3750.4860294,2019-03-01,"Great Falls"
"9144","HUMIRA",6047.3616261,2019-05-01,"Boston (Manchester)"
"9145","HUMIRA",43310.6459187,2018-12-01,"St. Joseph"
"9146","HUMIRA",19961.9410687,2018-09-01,"Waco-Temple-Bryan"
"9147","HUMIRA",110.9338472,2018-12-01,"Amarillo"
"9148","HUMIRA",25235.0262558,2018-10-01,"Yakima-Pasco-Rchlnd-Knnwck"
"9149","HUMIRA",NA,2018-12-01,"GRAND JUNCTION CO"
"9150","HUMIRA",163611.31702,2018-11-01,"Miami-Ft. Lauderdale"
"9151","HUMIRA",50.2611505,2019-02-01,"Los Angeles"
"9152","HUMIRA",5694.091947,2019-03-01,"Cedar Rapids-Wtrlo-IWC&Dub"
"9153","HUMIRA",6403.8148791,2018-09-01,"Great Falls"
"9154","HUMIRA",487661.8017823,2019-01-01,"Salt Lake City"
"9155","HUMIRA",335.3922266,2018-11-01,"Peoria-Bloomington"
"9156","HUMIRA",10400.0774657,2018-11-01,"Binghamton"
"9157","HUMIRA",5.3948594,2019-03-01,"Washington, DC (Hagrstwn)"
"9158","HUMIRA",119524.1795986,2019-03-01,"Charlotte"
"9159","HUMIRA",33179.2743441,2018-11-01,"Omaha"
"9160","HUMIRA",68.6557059,2019-06-01,"Hartford & New Haven"
"9161","HUMIRA",NA,2018-09-01,"BOSTON"
"9162","HUMIRA",NA,2018-09-01,"GREENVILLE_SPART ASHE SC"
"9163","HUMIRA",NA,2019-07-01,"Beaumont-Port Arthur"
"9164","HUMIRA",NA,2019-01-01,"WEST PALM BCH_FT PIERCE FL"
"9165","HUMIRA",47.0456287,2018-09-01,"Macon"
"9166","HUMIRA",3180.9551126,2019-03-01,"Greenville-N.Bern-Washngtn"
"9167","HUMIRA",145.8397854,2019-02-01,"Tallahassee-Thomasville"
"9168","HUMIRA",NA,2019-07-01,"Rockford"
"9169","HUMIRA",11884.178454,2019-05-01,"Columbia, SC"
"9170","HUMIRA",42465.3676501,2019-06-01,"Phoenix (Prescott)"
"9171","HUMIRA",11254.3089351,2018-10-01,"Tyler-Longview(Lfkn&Ncgd)"
"9172","HUMIRA",NA,2019-07-01,"Lexington"
"9173","HUMIRA",17666.8037004,2018-11-01,"Milwaukee"
"9174","HUMIRA",698.7071813,2019-02-01,"Jackson, TN"
"9175","HUMIRA",NA,2019-07-01,"Helena"
"9176","HUMIRA",47701.0503342,2018-09-01,"Norfolk-Portsmth-Newpt Nws"
"9177","HUMIRA",0.3684168,2019-03-01,"Rapid City"
"9178","HUMIRA",NA,2019-03-01,"Louisville"
"9179","HUMIRA",7523.973744,2018-10-01,"Wichita-Hutchinson Plus"
"9180","HUMIRA",12741.276159,2019-04-01,"La Crosse-Eau Claire"
"9181","HUMIRA",9912.1375166,2019-04-01,"Salisbury"
"9182","HUMIRA",33.3485365,2018-10-01,"Hattiesburg-Laurel"
"9183","HUMIRA",5036704.3058868,2019-01-01,"Unknown"
"9184","HUMIRA",2105.7967308,2018-10-01,"Salt Lake City"
"9185","HUMIRA",23205.0533497,2019-02-01,"Burlington-Plattsburgh"
"9186","HUMIRA",1943817.8125557,2019-04-01,"Chicago"
"9187","HUMIRA",NA,2019-07-01,"Harrisburg-Lncstr-Leb-York"
"9188","HUMIRA",6517.116307,2019-05-01,"Chico-Redding"
"9189","HUMIRA",782.9606879,2019-02-01,"Rapid City"
"9190","HUMIRA",18636.087475,2019-04-01,"Dayton"
"9191","HUMIRA",10.6561566,2019-02-01,"Chicago"
"9192","HUMIRA",17539.3297316,2019-01-01,"Bakersfield"
"9193","HUMIRA",0.3650224,2019-02-01,"Myrtle Beach-Florence"
"9194","HUMIRA",NA,2018-11-01,"BURLINGTON VT"
"9195","HUMIRA",NA,2019-07-01,"Portland, OR"
"9196","HUMIRA",63327.9671214,2019-02-01,"Salt Lake City"
"9197","HUMIRA",NA,2018-09-01,"PORTLAND OR"
"9198","HUMIRA",731.6973985,2019-06-01,"Ft. Wayne"
"9199","HUMIRA",210.7006268,2019-03-01,"Lima"
"9200","HUMIRA",NA,2019-07-01,"Alpena"
"9201","HUMIRA",4927.3684929,2019-05-01,"Mankato"
"9202","HUMIRA",349795.8535041,2019-05-01,"Harrisburg-Lncstr-Leb-York"
"9203","HUMIRA",197.0918081,2018-11-01,"Glendive"
"9204","HUMIRA",6834.0100693,2019-01-01,"Eureka"
"9205","HUMIRA",NA,2019-01-01,"Buffalo"
"9206","HUMIRA",19247.0716117,2018-09-01,"Little Rock-Pine Bluff"
"9207","HUMIRA",48.7610055,2019-03-01,"Savannah"
"9208","HUMIRA",3329.3573727,2019-06-01,"Minot-Bsmrck-Dcknsn(Wlstn)"
"9209","HUMIRA",45688.9808704,2019-01-01,"Las Vegas"
"9210","HUMIRA",2326.9158152,2018-12-01,"Zanesville"
"9211","HUMIRA",8.844139,2019-06-01,"South Bend-Elkhart"
"9212","HUMIRA",0.9578856,2019-06-01,"San Angelo"
"9213","HUMIRA",9312.8268483,2018-09-01,"Rochester, NY"
"9214","HUMIRA",93785.2271122,2019-05-01,"Duluth-Superior"
"9215","HUMIRA",9133.8037412,2019-02-01,"Palm Springs"
"9216","HUMIRA",532802.4954603,2019-04-01,"Indianapolis"
"9217","HUMIRA",NA,2019-07-01,"Columbus-Tupelo-W Pnt-Hstn"
"9218","HUMIRA",371.101569,2018-09-01,"Detroit"
"9219","HUMIRA",81656.0734943,2019-03-01,"Eugene"
"9220","HUMIRA",196050.9658028,2019-03-01,"Denver"
"9221","HUMIRA",NA,2019-07-01,"Louisville"
"9222","HUMIRA",NA,2019-07-01,"West Palm Beach-Ft. Pierce"
"9223","HUMIRA",NA,2019-07-01,"Albany, GA"
"9224","HUMIRA",4094.0975662,2018-10-01,"Wheeling-Steubenville"
"9225","HUMIRA",25776.8792397,2018-12-01,"Champaign&Sprngfld-Decatur"
"9226","HUMIRA",6.5060618,2019-03-01,"Oklahoma City"
"9227","HUMIRA",1926.3453519,2018-11-01,"Wilmington"
"9228","HUMIRA",NA,2019-07-01,"Mobile-Pensacola (Ft Walt)"
"9229","HUMIRA",NA,2019-06-01,"Charlottesville"
"9230","HUMIRA",10096.8942698,2019-06-01,"Lafayette, LA"
"9231","HUMIRA",16391.1304159,2019-05-01,"Lincoln & Hastings-Krny"
"9232","HUMIRA",120.585748,2018-09-01,"Abilene-Sweetwater"
"9233","HUMIRA",163678.1531572,2018-09-01,"Denver"
"9234","HUMIRA",NA,2019-07-01,"Wichita-Hutchinson Plus"
"9235","HUMIRA",113118.9766676,2018-12-01,"Baltimore"
"9236","HUMIRA",504.4469776,2018-09-01,"Rapid City"
"9237","HUMIRA",NA,2019-07-01,"Peoria-Bloomington"
"9238","HUMIRA",139.6881755,2019-06-01,"Unknown"
"9239","HUMIRA",112492.502494,2018-11-01,"Wheeling-Steubenville"
"9240","HUMIRA",27617.4381488,2019-06-01,"Orlando-Daytona Bch-Melbrn"
"9241","HUMIRA",1.8410711,2018-09-01,"Medford-Klamath Falls"
"9242","HUMIRA",4551.0896117,2019-06-01,"Clarksburg-Weston"
"9243","HUMIRA",NA,2018-09-01,"PANAMA CITY FL"
"9244","HUMIRA",143.8763956,2019-04-01,"Jonesboro"
"9245","HUMIRA",8918.1350129,2019-05-01,"Raleigh-Durham (Fayetvlle)"
"9246","HUMIRA",529.4323688,2019-02-01,"Alexandria, LA"
"9247","HUMIRA",129.5809824,2019-01-01,"Cheyenne-Scottsbluff"
"9248","HUMIRA",23857.8382394,2019-05-01,"Syracuse"
"9249","HUMIRA",1931.0099199,2019-05-01,"Monterey-Salinas"
"9250","HUMIRA",20751.4842774,2019-01-01,"Colorado Springs-Pueblo"
"9251","HUMIRA",5.4235729,2019-06-01,"Jacksonville"
"9252","HUMIRA",103907.739187,2019-05-01,"Traverse City-Cadillac"
"9253","HUMIRA",228172.7296179,2018-12-01,"Ft. Myers-Naples"
"9254","HUMIRA",3561.4080357,2019-03-01,"San Diego"
"9255","HUMIRA",3672.1970648,2018-10-01,"Dallas-Ft. Worth"
"9256","HUMIRA",7655.367463,2019-05-01,"Philadelphia"
"9257","HUMIRA",6691.1343649,2018-12-01,"Macon"
"9258","HUMIRA",13146.3494865,2019-02-01,"Gainesville"
"9259","HUMIRA",56395.5862197,2019-06-01,"Austin"
"9260","HUMIRA",6066.9764459,2019-06-01,"Charleston, SC"
"9261","HUMIRA",0.609683,2019-03-01,"Mobile-Pensacola (Ft Walt)"
"9262","HUMIRA",13731.1234937,2019-01-01,"Duluth-Superior"
"9263","HUMIRA",NA,2018-10-01,"Yuma-El Centro"
"9264","HUMIRA",10826.5530342,2019-05-01,"Paducah-Cape Girard-Harsbg"
"9265","HUMIRA",6871.9998668,2019-03-01,"Albany, GA"
"9266","HUMIRA",2.0862675,2019-01-01,"Hartford & New Haven"
"9267","HUMIRA",3.6146526,2018-09-01,"El Paso (Las Cruces)"
"9268","HUMIRA",12.7850705,2019-03-01,"Sherman-Ada"
"9269","HUMIRA",NA,2018-09-01,"AUSTIN TX"
"9270","HUMIRA",NA,2019-07-01,"Joplin-Pittsburg"
"9271","HUMIRA",10.6123011,2018-12-01,"Elmira (Corning)"
"9272","HUMIRA",10.8274617,2018-10-01,"Des Moines-Ames"
"9273","HUMIRA",1558.2391397,2019-01-01,"Quincy-Hannibal-Keokuk"
"9274","HUMIRA",11.9470744,2019-03-01,"Ft. Wayne"
"9275","HUMIRA",NA,2019-01-01,"PORTLAND_AUBURN ME"
"9276","HUMIRA",1145.4428742,2019-06-01,"Columbus-Tupelo-W Pnt-Hstn"
"9277","HUMIRA",5.7047758,2019-01-01,"Greensboro-H.Point-W.Salem"
"9278","HUMIRA",5927.525225,2019-02-01,"Yuma-El Centro"
"9279","HUMIRA",25.4142935,2018-11-01,"Salisbury"
"9280","HUMIRA",7183.6548322,2018-11-01,"Charleston-Huntington"
"9281","HUMIRA",11052.9657184,2018-11-01,"Montgomery-Selma"
"9282","HUMIRA",10479.5062185,2019-04-01,"Clarksburg-Weston"
"9283","HUMIRA",NA,2019-07-01,"Burlington-Plattsburgh"
"9284","HUMIRA",0.251385,2019-05-01,"Waco-Temple-Bryan"
"9285","HUMIRA",10238.8562905,2018-11-01,"Duluth-Superior"
"9286","HUMIRA",12175.3945671,2019-06-01,"Medford-Klamath Falls"
"9287","HUMIRA",18188.1579374,2019-05-01,"Savannah"
"9288","HUMIRA",25151.3364713,2019-06-01,"Waco-Temple-Bryan"
"9289","HUMIRA",44780.5989496,2019-04-01,"Dayton"
"9290","HUMIRA",49271.6843806,2018-12-01,"Flint-Saginaw-Bay City"
"9291","HUMIRA",990677.3051355,2019-03-01,"Greenvll-Spart-Ashevll-And"
"9292","HUMIRA",337223.5109594,2018-12-01,"Baton Rouge"
"9293","HUMIRA",2892.1430351,2018-12-01,"Honolulu"
"9294","HUMIRA",71525.0765995,2019-05-01,"Salt Lake City"
"9295","HUMIRA",123449.8335133,2018-09-01,"Philadelphia"
"9296","HUMIRA",6.7963996,2018-12-01,"Bakersfield"
"9297","HUMIRA",7782.3612426,2018-09-01,"Panama City"
"9298","HUMIRA",0.3518929,2018-11-01,"Colorado Springs-Pueblo"
"9299","HUMIRA",71.0586696,2019-01-01,"Elmira (Corning)"
"9300","HUMIRA",0.4262657,2018-11-01,"Tyler-Longview(Lfkn&Ncgd)"
"9301","HUMIRA",22632.63202,2019-03-01,"Boise"
"9302","HUMIRA",NA,2018-11-01,"LAS VEGAS NV"
"9303","HUMIRA",465874.9518811,2018-10-01,"Rochester, NY"
"9304","HUMIRA",169030.8619283,2019-04-01,"Tampa-St. Pete (Sarasota)"
"9305","HUMIRA",7244.7714473,2019-03-01,"Pittsburgh"
"9306","HUMIRA",19560.3324658,2018-12-01,"Providence-New Bedford"
"9307","HUMIRA",158.3386761,2019-06-01,"Butte-Bozeman"
"9308","HUMIRA",99120.0544432,2019-05-01,"Fargo-Valley City"
"9309","HUMIRA",NA,2019-03-01,"Bowling Green"
"9310","HUMIRA",1571.8319598,2019-01-01,"Colorado Springs-Pueblo"
"9311","HUMIRA",18717.7753886,2019-04-01,"Austin"
"9312","HUMIRA",87814.8939045,2019-04-01,"Corpus Christi"
"9313","HUMIRA",NA,2018-09-01,"MACON GA"
"9314","HUMIRA",600.3440323,2019-04-01,"Cedar Rapids-Wtrlo-IWC&Dub"
"9315","HUMIRA",0.3931087,2019-03-01,"Panama City"
"9316","HUMIRA",11386.7343331,2018-09-01,"Columbus, GA (Opelika, AL)"
"9317","HUMIRA",1.2296835,2019-06-01,"Quincy-Hannibal-Keokuk"
"9318","HUMIRA",9279.3138293,2018-11-01,"Oklahoma City"
"9319","HUMIRA",3245.8044919,2018-11-01,"Lafayette, IN"
"9320","HUMIRA",454.5451116,2019-03-01,"El Paso (Las Cruces)"
"9321","HUMIRA",2098.8314776,2018-12-01,"Detroit"
"9322","HUMIRA",9713.227088,2019-03-01,"Waco-Temple-Bryan"
"9323","HUMIRA",2.0872392,2019-04-01,"Jonesboro"
"9324","HUMIRA",10824.4222409,2018-12-01,"Birmingham (Ann and Tusc)"
"9325","HUMIRA",14491.3365777,2018-10-01,"Ft. Wayne"
"9326","HUMIRA",2947.519342,2019-02-01,"Columbus, OH"
"9327","HUMIRA",0.0232382,2018-11-01,"Hattiesburg-Laurel"
"9328","HUMIRA",26442.9627233,2019-04-01,"Des Moines-Ames"
"9329","HUMIRA",1263.1666726,2019-01-01,"Bowling Green"
"9330","HUMIRA",NA,2018-11-01,"SPRINGFIELD MO"
"9331","HUMIRA",28.5538574,2018-09-01,"Hattiesburg-Laurel"
"9332","HUMIRA",53573.3280017,2018-09-01,"New Orleans"
"9333","HUMIRA",NA,2019-01-01,"BILOXI_GULFPORT MS"
"9334","HUMIRA",2084.9923636,2019-05-01,"Paducah-Cape Girard-Harsbg"
"9335","HUMIRA",56595.72364,2018-11-01,"Columbus, OH"
"9336","HUMIRA",43960.5373793,2019-01-01,"Des Moines-Ames"
"9337","HUMIRA",1403.1148067,2019-06-01,"Tucson (Sierra Vista)"
"9338","HUMIRA",NA,2019-01-01,"CHARLESTON SC"
"9339","HUMIRA",NA,2019-07-01,"Abilene-Sweetwater"
"9340","HUMIRA",20842.7495448,2019-06-01,"Sioux Falls(Mitchell)"
"9341","HUMIRA",6.3863448,2018-10-01,"Helena"
"9342","HUMIRA",1269.570903,2018-11-01,"Bluefield-Beckley-Oak Hill"
"9343","HUMIRA",121.1298286,2019-06-01,"Wausau-Rhinelander"
"9344","HUMIRA",NA,2019-03-01,"Roanoke-Lynchburg"
"9345","HUMIRA",NA,2018-12-01,"EL PASO TX"
"9346","HUMIRA",45365.5948262,2019-05-01,"Fresno-Visalia"
"9347","HUMIRA",68417.0277497,2019-02-01,"Augusta-Aiken"
"9348","HUMIRA",1954.4184704,2019-03-01,"Rochester, NY"
"9349","HUMIRA",5.4962927,2018-12-01,"Minot-Bsmrck-Dcknsn(Wlstn)"
"9350","HUMIRA",23061.4019746,2019-06-01,"Memphis"
"9351","HUMIRA",14063.5254957,2019-01-01,"Salisbury"
"9352","HUMIRA",12990.222082,2019-03-01,"Monterey-Salinas"
"9353","HUMIRA",1.1466354,2019-03-01,"Louisville"
"9354","HUMIRA",2.7709553,2019-05-01,"Waco-Temple-Bryan"
"9355","HUMIRA",0.0895942,2018-11-01,"Rochestr-Mason City-Austin"
"9356","HUMIRA",27724.9123166,2019-01-01,"Chattanooga"
"9357","HUMIRA",10011.7330292,2019-06-01,"Joplin-Pittsburg"
"9358","HUMIRA",948.1113377,2019-03-01,"Rochester, NY"
